text,sentiment
"Failed to meet even the lowest expectations, avoid at all costs dreadful",negative
The movie had some good moments but also had quite a few problems okay,neutral
"Heartwarming and uplifting, left me feeling great afterwards great",positive
"Brilliant storytelling and amazing visuals, worth every penny superb",positive
I was deeply disappointed by the quality of this production horrible,negative
This movie was absolutely fantastic and I loved every single moment of it amazing,positive
Phenomenal acting and a gripping storyline that kept me hooked amazing,positive
Dull cinematography and a boring unemotional story throughout horrible,negative
"Average film overall, nothing particularly special to write about ",neutral
I was deeply disappointed by the quality of this production awful,negative
The movie had some good moments but also had quite a few problems fine,neutral
"Average film overall, nothing particularly special to write about average",neutral
Awful acting and a confusing storyline that made no sense terrible,negative
"Outstanding performance by the entire cast, highly recommended to everyone superb",positive
"Exceeded all my expectations, a must-watch for everyone ",positive
"Dreadful storytelling and poor visuals, not worth watching at all dreadful",negative
Stunning cinematography and a wonderful emotional journey wonderful,positive
"Loved the characters, the plot, and the ending was perfect amazing",positive
"One of the best films I have ever seen, truly a masterpiece of cinema amazing",positive
"Dreadful storytelling and poor visuals, not worth watching at all awful",negative
This movie was absolutely terrible and a complete waste of my time horrible,negative
"Not bad but also not particularly good, falls in the middle average",neutral
"Failed to meet even the lowest expectations, avoid at all costs terrible",negative
"Horrible acting, boring plot, I regret watching this film awful",negative
"This is easily the best movie of the year, absolutely superb ",positive
Some scenes were enjoyable while others felt a bit slow and flat okay,neutral
"Completely boring from beginning to end, terrible film terrible",negative
The director did an incredible job with this beautiful film wonderful,positive
I was deeply disappointed by the quality of this production terrible,negative
The story was fine and the acting was acceptable throughout fine,neutral
"Failed to meet even the lowest expectations, avoid at all costs dreadful",negative
"Dreadful storytelling and poor visuals, not worth watching at all awful",negative
This movie was absolutely terrible and a complete waste of my time terrible,negative
A disastrous film that I would never recommend to anyone horrible,negative
Dull cinematography and a boring unemotional story throughout terrible,negative
I was completely blown away by the quality of this production wonderful,positive
I was completely blown away by the quality of this production superb,positive
